SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_ID_PUBLISH,HOUR_APPR_PROCESS_START,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21
100010,0,Cash loans,M,Y,Y,3,103551,713858,60729,Pensioner,Incomplete higher,Married,Rented apartment,Core staff,-15371,-482,-337,20,1,2,0.4215111825102905,0.9351585723766211,0.08070845419398598,3,2,3,1,4,6,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1
100011,0,Revolving loans,M,Y,Y,0,454772,725303,51971,Commercial associate,Higher education,Single,Rented apartment,,-22547,-2356,-5353,23,1,2,0.09439747590385916,0.363322572086224,0.9927709865127338,1,0,0,3,3,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
100012,0,Cash loans,F,Y,N,1,470814,832176,28658,Commercial associate,Incomplete higher,Single,Rented apartment,Drivers,-11144,-11795,-2096,22,1,1,0.12570590651211566,0.39028790866313645,0.7835838947428837,3,1,2,1,0,4,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1
100013,0,Revolving loans,M,Y,N,3,192635,970020,31253,Working,Incomplete higher,Civil marriage,Rented apartment,Managers,-21990,-1512,-5411,15,3,2,0.4144340469683314,0.10609177961290917,0.9219874759651726,4,2,2,1,1,9,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
100014,1,Revolving loans,M,N,N,0,96819,247603,74166,Pensioner,Secondary / secondary special,Married,Rented apartment,Managers,-22083,-9875,-3527,22,1,1,0.7624445219391001,0.6704466652825093,0.19505472223636333,0,0,1,2,1,5,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1
100015,0,Cash loans,F,N,N,3,385914,974772,58563,Commercial associate,Incomplete higher,Married,Rented apartment,Core staff,-24626,-6246,-377,5,1,2,0.9003122395744909,0.2888394144775135,0.9605685363234351,2,1,3,0,4,4,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0
100016,1,Revolving loans,F,Y,Y,2,470182,718727,36390,Pensioner,Incomplete higher,Married,House / apartment,Core staff,-15954,-471,-3189,18,1,2,0.6648179907162709,0.5856041678395072,0.14265435147316208,4,2,3,4,3,3,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1
100017,1,Revolving loans,M,Y,N,1,262781,241214,61578,Pensioner,Incomplete higher,Married,House / apartment,Laborers,-15269,-5906,-623,20,2,1,0.10521955523816973,0.5913517040532095,0.5090818285664711,0,2,1,3,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
100018,1,Revolving loans,F,N,Y,1,208059,739341,42658,Working,Incomplete higher,Married,Rented apartment,Drivers,-15130,-5665,-4375,12,1,1,0.672019762180535,0.719199695595767,0.829695684417064,0,2,4,1,3,6,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0
100019,0,Revolving loans,M,Y,N,0,390858,672643,16852,Working,Higher education,Single,House / apartment,Laborers,-14828,-8902,-4318,16,3,3,0.6354279207029719,0.7452414861724412,0.3498033545115794,2,3,0,4,2,8,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1
100020,1,Revolving loans,M,N,Y,0,239420,503082,12551,Working,Secondary / secondary special,Civil marriage,House / apartment,Managers,-16844,-8407,-5465,22,3,1,0.8057639182933313,0.5144524344015394,0.4248285331769005,1,4,3,1,3,5,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0
100021,0,Cash loans,M,Y,Y,1,74596,301139,71001,Working,Secondary / secondary special,Married,Rented apartment,,-22220,-7537,-5953,8,2,1,0.8252486666521809,0.330991947603403,0.12818511029909785,4,0,1,0,4,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0
100022,1,Revolving loans,F,Y,N,3,476390,858994,59159,Pensioner,Higher education,Civil marriage,House / apartment,,-14331,-546,-3222,16,3,3,0.8682030757789789,0.8374508948347339,0.12292187999897275,2,4,2,4,3,9,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1
100023,1,Cash loans,F,Y,Y,3,376250,749714,61707,Working,Incomplete higher,Civil marriage,Rented apartment,Core staff,-21397,-1491,-5290,1,3,1,0.41413151457909836,0.3098656494084847,0.6195682247786596,2,4,1,3,1,3,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0
100024,1,Revolving loans,F,Y,Y,2,109182,688315,43243,Working,Higher education,Single,Rented apartment,,-18291,-11616,-4675,18,2,1,0.6978643953521443,0.5075090944693315,0.6755323686200567,1,4,4,1,0,9,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
100025,1,Cash loans,F,Y,N,3,399307,551122,31800,Working,Incomplete higher,Married,Rented apartment,,-18164,-1440,-1897,18,1,3,0.26825035892231075,0.40125258320372803,0.7773325140821933,4,2,0,0,4,4,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0
100026,1,Cash loans,F,Y,Y,0,351454,259210,67828,Working,Higher education,Single,Rented apartment,,-18450,-3039,-2231,23,2,1,0.9993362799835043,0.8550783859696881,0.5566820526817535,2,4,4,4,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
100027,1,Revolving loans,M,Y,N,0,368232,192601,17239,Pensioner,Secondary / secondary special,Married,Rented apartment,Managers,-10035,-11991,-915,6,1,1,0.17533424137685993,0.4319185311458288,0.6457592922613059,1,3,2,1,0,4,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
100028,1,Revolving loans,M,N,N,3,178803,129956,16710,Working,Secondary / secondary special,Single,House / apartment,,-19463,-6069,-2794,21,1,3,0.01011443166083581,0.3860991888374843,0.013517271699720057,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1
100029,1,Revolving loans,M,N,N,0,189978,338340,31384,Pensioner,Secondary / secondary special,Civil marriage,Rented apartment,,-15977,-9365,-542,9,3,3,0.148808714518176,0.6898236928976375,0.16217072713718805,3,2,2,3,1,8,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0
100030,0,Cash loans,M,N,Y,1,349058,729085,31038,Commercial associate,Incomplete higher,Married,House / apartment,,-20182,-4913,-3240,9,2,2,0.7758722895441267,0.6024411098614427,0.9849147660169046,0,0,2,0,1,6,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1
100031,0,Revolving loans,F,N,Y,1,422494,569511,50846,Pensioner,Incomplete higher,Civil marriage,Rented apartment,Laborers,-8298,-3669,-242,19,3,1,0.4467836765082115,0.10724683349584607,0.0759935063158318,1,1,1,2,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
100032,1,Cash loans,M,N,Y,3,95379,760799,77821,Pensioner,Higher education,Civil marriage,Rented apartment,Managers,-8923,-5554,-4387,8,3,2,0.4475002478104283,0.5081688063439632,0.6787882222602449,0,1,2,1,4,8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
100033,1,Cash loans,F,Y,N,1,295900,928965,47991,Working,Higher education,Single,Rented apartment,Core staff,-21331,-3250,-1510,16,1,2,0.9550229196116685,0.7354783883332476,0.17608263303171623,3,1,2,4,3,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1
100034,1,Cash loans,M,Y,Y,1,308517,521486,16971,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,-14578,-9897,-4573,14,3,3,0.9196349080280742,0.9920747645913562,0.7167185857676419,2,4,1,3,0,6,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0
100035,0,Revolving loans,F,N,N,2,480866,703103,39139,Commercial associate,Incomplete higher,Civil marriage,Rented apartment,Drivers,-12875,-6514,-634,1,2,1,0.3111947378040092,0.6291468339703191,0.7059904029619934,2,4,2,3,3,8,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
100036,1,Revolving loans,F,Y,N,2,490097,139279,47711,Commercial associate,Higher education,Single,Rented apartment,Managers,-20254,-4757,-1816,3,3,1,0.20905812878086616,0.37029306644131776,0.2341990597880902,4,2,4,1,3,5,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0
100037,0,Cash loans,M,N,Y,1,358557,471931,16530,Commercial associate,Incomplete higher,Married,Rented apartment,Managers,-18905,-7047,-3464,18,3,3,0.8484822099337397,0.2261515998021184,0.2696343992192042,1,4,4,1,1,9,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
100038,0,Cash loans,M,N,N,3,187084,248702,21116,Pensioner,Incomplete higher,Married,Rented apartment,Drivers,-21353,-10586,-1132,16,1,2,0.9060190710443632,0.8728302341533203,0.6547707136020883,1,4,3,1,3,4,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
100039,0,Revolving loans,M,Y,Y,2,231187,161063,75794,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Drivers,-23882,-8043,-3442,4,2,3,0.5415969227984869,0.8145652121135027,0.39008603878021364,4,4,4,2,0,6,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
100040,0,Cash loans,M,Y,Y,0,319295,873887,10282,Pensioner,Secondary / secondary special,Married,Rented apartment,Drivers,-17663,-3762,-1510,6,3,1,0.6294237111171005,0.23392282077938487,0.19454796969991128,0,2,0,1,0,5,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1
100041,0,Revolving loans,F,Y,Y,0,107716,354311,11898,Pensioner,Incomplete higher,Civil marriage,House / apartment,Core staff,-8941,-4582,-5373,17,1,3,0.2569142846922934,0.20063209014657346,0.7316795987874818,2,2,0,0,2,4,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0
100042,1,Cash loans,M,N,Y,0,405891,752184,14135,Pensioner,Incomplete higher,Married,Rented apartment,,-9907,-4897,-4600,20,3,1,0.8008026879785246,0.7151367768111756,0.15414752433633416,2,3,0,4,4,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
100043,1,Revolving loans,M,Y,Y,3,273725,790504,16629,Commercial associate,Incomplete higher,Single,House / apartment,Managers,-12837,-5168,-1272,21,2,2,0.6321224284490231,0.31495206191875946,0.8556436641449466,1,3,1,1,3,7,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
100044,1,Cash loans,F,N,N,1,217450,545377,75031,Working,Incomplete higher,Civil marriage,House / apartment,,-21680,-5580,-988,6,3,1,0.5035135112979966,0.3063987983619578,0.5146695240518275,1,3,4,2,4,6,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0
100045,1,Revolving loans,M,N,N,0,223724,589934,43380,Working,Secondary / secondary special,Civil marriage,Rented apartment,,-13696,-8133,-3438,16,3,2,0.060108556078395825,0.15229024706765526,0.10570060387930069,4,3,0,4,4,5,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1
100046,1,Cash loans,M,N,N,3,253502,619089,27071,Commercial associate,Higher education,Married,Rented apartment,Drivers,-24226,-1083,-4617,6,1,2,0.9159349625111537,0.2639755197098299,0.6940723335309844,3,1,3,3,4,4,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
100047,0,Revolving loans,M,Y,Y,2,194539,846434,30074,Working,Secondary / secondary special,Married,House / apartment,Core staff,-21543,-5707,-1741,3,3,1,0.615451420384406,0.4275075575926496,0.5191630395745405,0,1,1,1,4,4,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0
100048,1,Revolving loans,M,Y,Y,1,474226,308432,77843,Working,Higher education,Civil marriage,Rented apartment,Laborers,-20615,-8643,-571,7,1,1,0.19269109469296797,0.7328383372724155,0.2980575717948095,3,3,3,4,0,8,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0
100049,1,Cash loans,M,N,Y,2,171999,282051,49901,Pensioner,Incomplete higher,Married,Rented apartment,Core staff,-9466,-10016,-3040,12,2,2,0.6063861169830528,0.33630809441374976,0.42253938022385484,3,3,4,3,3,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1
100050,0,Cash loans,F,Y,N,3,164793,197661,21205,Pensioner,Higher education,Single,Rented apartment,,-8375,-10243,-646,3,3,3,0.6774633542399734,0.3286043394798427,0.29833774358749876,1,0,2,2,2,8,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
100051,1,Revolving loans,M,Y,Y,0,497907,797960,65661,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,-8262,-9571,-4826,5,2,1,0.5257703366832255,0.2849132525524358,0.26302583574278404,1,1,3,0,4,5,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1
100052,0,Cash loans,M,Y,N,0,420321,552776,15906,Commercial associate,Secondary / secondary special,Single,Rented apartment,Drivers,-19580,-2007,-3697,4,2,2,0.7181017379560225,0.478283667511043,0.1636084208437122,1,0,2,1,2,3,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
100053,1,Revolving loans,M,N,N,3,62289,571256,12591,Working,Incomplete higher,Single,Rented apartment,Laborers,-18136,-7024,-5233,11,3,2,0.5814539479286243,0.18063669794131532,0.3627671331374759,3,0,1,0,0,9,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
100054,0,Cash loans,M,N,Y,0,226048,223257,72987,Pensioner,Secondary / secondary special,Single,Rented apartment,Drivers,-15833,-9316,-2925,3,1,3,0.9477695820321482,0.48563073403212553,0.25098720631607074,0,4,3,2,0,6,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1
100055,1,Revolving loans,M,Y,Y,1,224668,972637,73370,Commercial associate,Incomplete higher,Single,House / apartment,Laborers,-9893,-8837,-3823,23,2,1,0.053697078599306836,0.7041755561946899,0.6834344870539171,1,2,3,4,1,8,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
100056,1,Revolving loans,F,N,N,3,466387,369054,64400,Commercial associate,Secondary / secondary special,Single,Rented apartment,,-16106,-4274,-463,8,2,2,0.1062457084695605,0.029790504032622178,0.6838767411633063,2,1,1,4,4,4,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1
100057,0,Revolving loans,M,Y,Y,2,281513,933289,35150,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,-19826,-10673,-2266,3,3,3,0.17367163695433985,0.009779380305761864,0.5018402425556384,0,3,1,2,1,4,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1
100058,0,Revolving loans,F,Y,N,3,307368,659252,41852,Commercial associate,Incomplete higher,Single,Rented apartment,Laborers,-9652,-9180,-3409,18,3,2,0.6901710706043321,0.07512291015450923,0.7779445274703211,2,3,0,2,2,7,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1
100059,0,Revolving loans,F,Y,Y,1,136365,518443,52870,Commercial associate,Higher education,Married,House / apartment,Laborers,-8599,-7365,-645,23,3,1,0.6455958727498087,0.5356600617281121,0.8413397190060482,0,2,4,1,3,6,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1
100060,0,Revolving loans,M,Y,Y,1,280662,903585,62756,Commercial associate,Secondary / secondary special,Single,Rented apartment,Core staff,-16792,-9397,-3340,13,3,3,0.892058860209694,0.8544550831854034,0.5797664574342731,1,1,3,3,1,7,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
100061,0,Cash loans,M,N,N,3,426158,421909,66481,Working,Higher education,Civil marriage,Rented apartment,Core staff,-11637,-10841,-4829,4,3,2,0.7328774528838984,0.004884466020251943,0.6189351627634337,4,3,3,0,0,9,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1
100062,0,Cash loans,M,N,Y,3,225211,854444,11283,Pensioner,Secondary / secondary special,Single,House / apartment,,-18355,-2090,-2036,17,3,3,0.5083554875645923,0.936661304584681,0.2828859097863652,1,3,1,0,4,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
100063,0,Cash loans,M,N,N,0,229785,732500,43691,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Laborers,-23989,-5696,-5876,9,1,1,0.9918317924636303,0.1062785115705358,0.8948692007055198,3,4,1,4,2,8,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
100064,0,Revolving loans,F,Y,Y,1,472950,663359,11125,Commercial associate,Secondary / secondary special,Single,House / apartment,Managers,-17290,-4098,-1062,18,2,3,0.26610795616929916,0.8419835280582263,0.024206044422529827,3,0,4,4,0,2,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1
100065,1,Revolving loans,M,Y,N,3,122588,212990,77065,Pensioner,Secondary / secondary special,Single,Rented apartment,,-13599,-3875,-3105,11,1,1,0.833191659785454,0.48285476498294677,0.3486024694428457,0,3,1,1,3,5,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
100066,1,Revolving loans,M,Y,N,3,113646,169519,36170,Pensioner,Higher education,Single,Rented apartment,Laborers,-22342,-11104,-3906,17,1,2,0.42679037219391935,0.659357387278844,0.721800421549856,3,1,2,2,4,5,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1
100067,0,Revolving loans,M,N,Y,1,315798,109503,18438,Pensioner,Higher education,Civil marriage,Rented apartment,Laborers,-21945,-9212,-982,16,3,1,0.6487351388757342,0.5106829844471824,0.08008950967116124,1,2,2,0,3,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0
100068,1,Cash loans,M,Y,N,3,330887,291775,30095,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,Core staff,-18762,-4745,-3940,23,2,2,0.727268470452434,0.47704822517935463,0.18316952742829262,2,4,2,1,3,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
100069,1,Cash loans,M,N,Y,0,360512,719745,26154,Commercial associate,Secondary / secondary special,Single,House / apartment,,-22312,-2161,-970,10,1,2,0.6337540871903363,0.8348994283643915,0.5892857278628512,1,1,2,4,4,8,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
100070,1,Revolving loans,M,N,Y,1,271097,813226,18004,Pensioner,Higher education,Married,Rented apartment,Laborers,-15382,-4587,-4711,2,3,1,0.14050730310859327,0.7558863795678163,0.5599936714635579,0,4,4,4,4,9,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1
100071,1,Cash loans,F,N,Y,0,255244,247977,19752,Pensioner,Incomplete higher,Single,Rented apartment,Laborers,-16982,-11931,-3085,22,3,2,0.44295101074793275,0.4834022365230042,0.738928296130955,3,0,3,0,3,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0
100072,0,Cash loans,F,N,N,0,449657,670126,65426,Commercial associate,Incomplete higher,Civil marriage,Rented apartment,,-15707,-11457,-5616,16,2,3,0.5614383779331243,0.1116359293960616,0.8126126390881718,2,3,2,4,2,7,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0
100073,1,Revolving loans,M,N,N,0,169735,551495,36819,Working,Higher education,Single,Rented apartment,Managers,-12633,-4535,-965,0,1,2,0.8490437591785968,0.11540295931440814,0.12857957851166912,4,1,1,4,4,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1
100074,0,Cash loans,M,N,Y,0,205683,713777,34217,Pensioner,Secondary / secondary special,Civil marriage,Rented apartment,,-17269,-2744,-5304,14,1,1,0.4436457487985723,0.8015394607190754,0.01838098977524205,2,2,2,3,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1
100075,1,Revolving loans,M,Y,Y,1,432035,126806,42994,Working,Secondary / secondary special,Civil marriage,Rented apartment,,-21778,-1145,-4409,8,1,3,0.9187473048042515,0.5293906213475335,0.6896385196589061,2,0,4,2,1,7,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
100076,1,Cash loans,F,Y,N,0,157971,276072,25036,Pensioner,Incomplete higher,Civil marriage,Rented apartment,Managers,-15008,-11848,-3303,14,3,3,0.4403742230252107,0.4815891402193626,0.3013917957663592,1,0,1,4,2,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0
100077,1,Revolving loans,M,N,Y,0,62149,515384,59416,Working,Incomplete higher,Single,House / apartment,,-23523,-8051,-2997,23,2,2,0.5487798592630116,0.6805668413607151,0.6259839139179536,4,4,2,3,4,5,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
100078,0,Revolving loans,F,N,Y,3,412246,170119,19587,Working,Higher education,Civil marriage,Rented apartment,Laborers,-11618,-6549,-2344,2,2,2,0.796285682942801,0.8588415834142603,0.1505445880622247,0,0,3,1,4,5,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1
100079,1,Revolving loans,M,Y,N,1,371333,925146,10645,Working,Incomplete higher,Civil marriage,Rented apartment,,-8272,-2781,-118,21,1,1,0.5830676844221436,0.6288731444133052,0.4690400466659629,0,1,1,4,2,4,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
